"sigmoid colon, lamina propria of colon, mesenteric lymph nodes","colon"
"single dendritic cell","immune system"
"single dorsal root ganglion neuron","peripheral nervous system"
"sinoatrial node","heart"
"skeletal muscle (quadriceps)","musculature"
"skeletal muscle stem","musculature"
"skin (dermal fibroblasts)","skin of body"
"skin (epidermis and dermis)","skin of body"
"skin (fibroblast of dermis)","skin of body"
"skin (non-lesional biopsy)","skin of body"
"skin adipose tissue","adipose tissue"
"skin cells from lower back","skin of body"
"skin draining lymph nodes","lymph node"
"skin draining lymph nodes (inguinal, axillary, and brachial)","lymph node"
"skin lesions and non-sun exposed skin","skin of body"
"skin neoplasms (melanoma)","skin of body"
"skin or lymph node (LN)","skin of body"
"skin tissue","skin of body"
"skin, dermal fibroblast","skin of body"
"skin, fibroblast of dermis","skin of body"
"skin, hair follicle epithelial cell","skin of body"
"skin, hair follicle epithelial cell, upper outer root sheath","skin of body"
"skin, hair follicle epithelial cell, upper-middle outer root sheath","skin of body"
"skin, hair follicle epithelial region: upper outer root sheath","skin of body"
"skin, lymph nodes, spleen","skin of body"
"skin, specifically fibroblast of dermis","skin of body"
"skin, upper outer root sheath of hair follicle epithelial region","skin of body"
"skull base","skeletal system"
"small RNA from Calu3 cells","lung"
"small intestinal tumor","small intestine"
"small intestine (macroscopic ApcMin/+ adenomas)","small intestine"
"small intestine-derived lamina propria CD45+ cells","small intestine"
"snap frozen cortical tissue","cortex"
"snap frozen, FFPE tissue samples","other"
"solid tumor","other"
"solitary nucleus of the brainstem","brain"
"somatosensory cortex (S1 cortex)","cortex"
"somatosensory cortex and motor cortex","cortex"
"sorted blood","blood"
"spherical blastocyst","embryo"
"spinal canal","spinal cord"
"spinal cord (ependymal cells)","spinal cord"
"spinal cord ependymal cells","spinal cord"
"spinal cord, ependymal cell","spinal cord"
"spinal cord, lumbar, P0","spinal cord"
"spine","skeletal system"
"spleen (germinal center B cells)","spleen"
"spleen / germinal center B cells","spleen"
"spleen and bone marrow","immune system"
"spleen and liver","other"
"spleen cells (72h)","spleen"
"spleen of humanized mice","spleen"
"spleen, blood","immune system"
"spleen, bone marrow","immune system"
"spleen, bone marrow, blood","immune system"
"spleen, colon, and skin","other"
"spleen, lymph nodes, bone marrow, peripheral blood","immune system"
"stem cell derived","other"
"stem cell derived astrocytes","brain"
"stem cell-derived astrocytes","brain"
"stomach (corpus tissue)","stomach"
"stomach (corpus)","stomach"
"stomach (desert type)","stomach"
"stomach (epithelial cells of stomach)","stomach"
"stomach (epithelial cells)","stomach"
"stomach (gastric corpus)","stomach"
"stomach (gastric epithelial cells)","stomach"
"stomach (gastric parietal cells)","stomach"
"stomach (inflamed type)","stomach"
"stomach (inflamed type, T3)","stomach"
"stomach corpus","stomach"
"stomach corpus tissue","stomach"
"stomach epithelial cell","stomach"
"stomach epithelial cells","stomach"
"stomach infiltrating immune cells","stomach"
"stomach, epithelial cell of stomach","stomach"
"stomach, specifically corpus tissue","stomach"
"stool","digestive system"
"stria vascularis","sensory system"
"striatal cells","brain"
"striatal tissue","brain"
"striatum & ventricular-subventricular zone","brain"
"striatum and ventricular-subventricular zone","brain"
"striatum, retina, cerebral cortices, midbrain","central nervous system"
"stroma","other"
"stromal vascular cells from epididymal fat","adipose tissue"
"sub-ventricular zone","brain"
"subchondral bone","skeletal system"
"subcortical white matter and motor cortex","brain"
"subcutaneous inoculated B16 tumor","other"
"subcutaneous metastatic sample","other"
"subcutaneous transplantation","other"
"subcutaneous tumor tissues of MC38","other"
"subscapular brown adipose tissue","adipose tissue"
"subsegmental bronchus","respiratory system"
"superior cervical ganglia","peripheral nervous system"
"sympathoadrenal","peripheral nervous system"
"synovial capsule","skeletal system"
"synovial fibroblasts","skeletal system"
"tHIO (transplanted human intestinal organoids)","intestine"
"tail skin IFE","skin of body"
"tail skin IFE (Interfollicular epidermis)","skin of body"
"tarsal plates","other"
"teeth","skeletal system"
"teeth, specifically periodontal ligament stem cells","skeletal system"
"temporal lobe","brain"
"tendon adhesion tissue","skeletal system"
"tendon enthesis","skeletal system"
"testicular tissue","testis"
"testicular tissues","testis"
"thalamic organoids","brain"
"thymus (sorted thymocytes)","immune system"
"thyroid follicular cells","endocrine gland"
"tibia tumor","skeletal system"
"tibialis anterior (TA)","musculature"
"tooth organoid","skeletal system"
"total clear cell renal cell carcinoma homogenate","kidney"
"tracheal aspirates","respiratory system"
"tracheal epithelium","respiratory system"
"transcriptomic single cell","other"
"transplanted into rat","other"
"transverse colon, lamina propria","colon"
"trigeminal ganglia (TG) and dorsal root ganglia (DRG)","peripheral nervous system"
"trigeminal neurons","peripheral nervous system"
"trophectoderm","embryo"
"trophoblast","embryo"
"tubular conceptus","embryo"
"tumor (AT3-OVA)","other"
"tumor (EMT6)","other"
"tumor (MC38 model)","other"
"tumor (subcutaneous flank, orthotopic primary, experimental metastases)","other"
"tumor B16F10","other"
"tumor cell and BMDM spheroids","other"
"tumor cell spheroids","other"
"tumor cells (MC38-GFP)","other"
"tumor dissociated cells","other"
"tumor from bone marrow chimeric mice","other"
"tumor infiltrating CD45 cells","other"
"tumor infiltrating CD8 T cells","other"
"tumor infiltrating CD8 cells","other"
"tumor sample (esophagus)","esophagus"
"tumor sub-ventricular zone","brain"
"tumor sub-ventricular zone (SVZ) sample of glioblastoma patient 20","brain"
"tumor tissue (dLN)","lymph node"
"tumor tissue from a neuroblastoma model","other"
"tumor tissue from small intestinal tumors","small intestine"
"tumor tissue from small intestinal tumors of ApcMin mice","small intestine"
"tumor tissues (isolated from mice)","other"
"tumor, CD45+","other"
"tumor, CD45+ tumor-infiltrating lymphocytes","other"
"tumor, FFPE sample","other"
"tumor, posterior fossa","brain"
"tumor, spleen, and tumor-draining lymph nodes (tdLN)","other"
"tumor, spleen, tdLN","other"
"tumor, spleen, tumor-draining lymph node","other"
"tumor, spleen, tumor-draining lymph node (tdLN)","other"
"tumor, spleen, tumor-draining lymph nodes","other"
"tumor, spleen, tumor-draining lymph nodes (tdLN)","other"
"tumor-adjacent mammary tissue","breast"
"tumor-adjacent normal skin","skin of body"
"tumor-bearing liver","liver"
"tumor-bearing pancreata","pancreas"
"tumor-infiltrating lymphocytes from head and neck cancer","other"
"tumour free scar tissue","other"
"tumour tissue","other"
"tumours","other"
"tumours (B16-GFP)","other"
"turbinate and adjacent mucosal tissues","nose"
"umbilical cord blood mononuclear cells","blood"
"upper lobe of lung","lung"
"upper small intestine","small intestine"
"urethra","other"
"urine and serum","other"
"urine mesenchymal","other"
"uterine smooth muscle tumors","uterus"
"uterine tissue","uterus"
"uterosacral ligament","uterus"
"utricle and crista ampullaris","sensory system"
"utricles","sensory system"
"uveal melanoma","eye"
"vagina","reproductive system"
"vascular smooth muscle cells","vasculature"
"vascular smooth muscle cells from lesion-bearing aorta","vasculature"
"ventral ganglionic eminence","brain"
"ventral ganglionic eminence from brain slices","brain"
"ventral midbrain nuclei","brain"
"ventricular cardiac tissue","heart"
"ventricular heart tissue","heart"
"ventricular-subventricular zone","brain"
"ventricular-subventricular zone, striatum, olfactory bulb","brain"
"ventroposterior hypothalamus","brain"
"vessel organoid","vasculature"
"viable human prostate PDPN negative stroma","prostate gland"
"viable human prostate PDPN positive stroma","prostate gland"
"viable human prostate luminal epithelia","prostate gland"
"viable human prostate transition zone","prostate gland"
"viable mouse prostate","prostate gland"
"visceral endoderm","embryo"
"visceral endoderm (VE) cells","embryo"
"visceral endoderm (VE) cells from E5.5 and E6.25 wild type mouse embryos","embryo"
"visceral endoderm (VE) cells from embryos at embryonic day 6.25","embryo"
"visceral endoderm (VE) enriched cell populations","embryo"
"visceral endoderm cells from E5.5 and E6.25 mouse embryos","embryo"
"visceral endoderm cells from embryos at embryonic day 6.25","embryo"
"visceral endoderm enriched cell populations","embryo"
"visceral fat","adipose tissue"
"visual area in the mouse brain (VISl)","brain"
"vitreous","eye"
"weight-bearing heel","skeletal system"
"whole brain (tumor-bearing)","brain"
"whole brain CD11b+ CD45- cells","brain"
"whole brain and dura mater","brain"
"whole cell","other"
"whole embryos at embryonic day 6.5","embryo"
"whole endometrial tissue","uterus"
"whole hippocampus","brain"
"whole hippocampus, tissue from adult mice brain","brain"
"whole hypothalamus","brain"
"whole inner ear containing otic capsule","sensory system"
"whole lacrimal gland","exocrine gland"
"whole neocortex","cortex"
"whole organism (embryo)","embryo"
"whole organism (embryo), embryonic day 5.5","embryo"
"whole organism (embryo), enriched for visceral endoderm (VE) cells","embryo"
"whole organism (embryo), enrichment for visceral endoderm (VE) cells","embryo"
"whole organism (embryonic day 11)","embryo"
"whole organism (embryonic day 5.5)","embryo"
"whole organism (embryonic day 6.25)","embryo"
"whole organism (embryonic day 6.5)","embryo"
"whole organism (embryonic development)","embryo"
"whole organism (embryonic stage)","embryo"
"whole organism (embryonic tissue)","embryo"
"whole organism (embryonic)","embryo"
"whole organism (human embryos)","embryo"
"whole organism at embryonic day 6.5","embryo"
"whole organism at embryonic stage E6.5","embryo"
"whole organism, embryo","embryo"
"whole organism, embryo (E5.5 and E6.25)","embryo"
"whole organism, embryonic day 5.5","embryo"
"whole organism, embryonic day 6.25","embryo"
"whole organism, embryonic day 6.5","embryo"
"whole organism, embryonic day 6.5, epiblast","embryo"
"whole organism, embryonic day 9","embryo"
"whole pancreas","pancreas"
"whole tumour","other"
"whole tumour (B16-IFNA4 Tumours)","other"
"whole tumour, specifically B16-IFNA4 tumours","other"
"whole tumour, specifically B16-IFNA9 tumours","other"
"whole-tumor organoid-derived primary colorectal cancer","colon"
"whole-tumour primary CRC","colon"
"whole-tumour primary colorectal cancer","colon"
"whole-tumour primary liver metastasis","liver"
"whole-tumour primary peritoneal carcinomatosis","abdomen"
"wholeME (menstrual effluent)","uterus"
"wildtype maxillary process","skeletal system"
"zona incerta","brain"
"12 day seedling","seedling"
"Adult brain, diencephalon region","brain"
"Adult heart","heart"
"Amniogenic somatopleure","embryo"
"Amniogenic somatopleure tissues","embryo"
"Antenna","sensory system"
"Antenna (from adult female)","sensory system"
"Basilar Papilla","sensory system"
"Basilar Papillae","sensory system"
"Basilar papilla","sensory system"
"Basilar papilla (auditory epithelium)","sensory system"
"Basilar papilla (inner ear)","sensory system"
"Basilar papillae","sensory system"
"Basilar papillae (auditory epithelium)","sensory system"
"Body","other"
"Body (organism part)","other"
"Brain (rhombencephalon)","brain"
"Callus","callus"
"E10 post-umbilical gut and associated ganglion","digestive system"
"E10 pre-umbilical gut and associated ganglion","digestive system"
"Ear FM-S2","sensory system"
"Ear FM-S3","sensory system"
"Ear primordia","sensory system"
"Eye","eye"
"Fat body","adipose tissue"
"Fruit","other"
"Germline","reproductive system"
"Hindbrain vestibular neurons","brain"
"Hypocotyl","other"
"Imaginal Discs","other"
"Imaginal Discs (from larvae)","other"
"Imaginal rings","other"
"Imbibed seeds","seed"
"Inner ear (basilar papilla)","sensory system"
"Kernel","seed"
"Kernel, filling stage (18 days after pollination)","seed"
"Larval heads","head"
"Leaf primodium","leaf"
"Leaf primordia","leaf"
"Leaves","leaf"
"Macrophage","immune system"
"Midgut","digestive system"
"Mixed proboscis and maxillary palpus","other"
"N/A","other"
"Nephrocytes","kidney"
"Pollen","flower"
"Roots","root"
"Scale","other"
"Seedling, 7 days old","seedling"
"Tassel FM-S2","flower"
"Tassel FM-S3","flower"
"Thorax, Oenocyte","other"
"Uterine","uterus"
"Utricle","sensory system"
"Utricle (vestibular organ of the inner ear)","sensory system"
"Utricle sensory epithelia","sensory system"
"Ventral Nerve Cord (VNC)","central nervous system"
"Ventral nerve cord (VNC)","central nervous system"
"Whole adult male parasites","other"
"Whole body (zebrafish endothelial cells at 34 hpf)","other"
"Whole embryo, 12 hours post fertilization (hpf)","embryo"
"Whole kidney marrow","kidney"
"adult C. elegans","other"
"adult brain, rhombencephalon","brain"
"adult head","head"
"amniogenic somatopleure","embryo"
"basilar papilla","sensory system"
"basilar papilla (inner ear)","sensory system"
"basilar papillae","sensory system"
"body","other"
"body (female adult)","other"
"body (male adult Drosophila)","other"
"body wall","other"
"border zone and injured ventricle tissues","heart"
"brain’s right hemisphere","brain"
"callus","callus"
"digestive system","digestive system"
"digestive system (adult female gut)","digestive system"
"dissected digestive systems","digestive system"
"embryonic ectoderm","embryo"
"embryonic gut cells","digestive system"
